user_id,signup_date,country,age_band,acquisition_channel,device_type,risk_score,kyc_required,referred,incentive_offered
1659,2025-03-17,Spain,25-34,affiliate,iOS,0.4,True,False,False
1660,2025-01-23,Germany,25-34,referral,iOS,0.318,True,True,True
1661,2025-02-25,Germany,18-24,paid_search,iOS,0.441,False,False,False
1662,2025-02-24,Ghana,55+,organic,Android,0.361,False,False,False
1663,2025-01-17,UK,18-24,paid_search,Android,0.148,True,False,True
1664,2025-02-19,Ghana,25-34,paid_social,Android,0.678,True,False,True
1665,2025-02-17,UK,35-44,paid_search,Android,0.425,True,False,False
1666,2025-02-05,Spain,18-24,paid_search,iOS,0.391,True,False,True
1667,2025-03-09,Ghana,35-44,organic,iOS,0.251,True,False,True
1668,2025-03-02,Germany,35-44,referral,iOS,0.364,True,True,True
1669,2025-02-17,UK,25-34,organic,Android,0.295,True,False,False
1670,2025-03-07,Ghana,25-34,paid_search,Android,0.235,True,False,False
1671,2025-03-10,Germany,55+,paid_social,Android,0.479,False,False,True
1672,2025-02-21,Germany,45-54,paid_social,Android,0.366,True,False,True
1673,2025-01-25,France,18-24,referral,iOS,0.585,True,True,True
1674,2025-03-10,Germany,25-34,paid_social,Android,0.385,True,False,False
1675,2025-03-06,Spain,25-34,referral,Android,0.471,True,True,True
1676,2025-03-30,UK,45-54,paid_search,Android,0.466,True,False,True
1677,2025-01-14,Germany,35-44,organic,iOS,0.519,True,False,True
1678,2025-02-07,Ghana,25-34,paid_social,iOS,0.299,True,False,False
1679,2025-03-25,UK,45-54,organic,Android,0.612,True,False,False
1680,2025-02-16,Germany,25-34,referral,iOS,0.238,True,True,True
1681,2025-03-26,Spain,25-34,affiliate,Android,0.458,True,False,True
1682,2025-01-02,Ghana,25-34,paid_search,Android,0.233,True,False,True
1683,2025-01-04,France,25-34,referral,Android,0.428,True,True,True
1684,2025-03-13,Ghana,25-34,paid_search,iOS,0.61,True,False,False
1685,2025-02-02,UK,25-34,paid_search,Web,0.55,True,False,False
1686,2025-02-16,Germany,35-44,paid_search,Web,0.641,True,False,True
1687,2025-02-08,Nigeria,55+,paid_social,iOS,0.395,True,False,False
1688,2025-02-06,Ghana,25-34,affiliate,Android,0.614,True,False,False
1689,2025-03-26,France,25-34,paid_search,Web,0.325,True,False,False
1690,2025-01-09,Germany,35-44,paid_social,iOS,0.367,True,False,False
1691,2025-03-11,Germany,18-24,paid_search,iOS,0.473,True,False,False
1692,2025-03-22,UK,35-44,organic,Web,0.603,True,False,False
1693,2025-03-01,Ghana,25-34,paid_social,Android,0.351,True,False,True
1694,2025-02-05,Ghana,18-24,referral,Web,0.575,False,True,True
1695,2025-01-15,Germany,45-54,paid_social,iOS,0.492,True,False,True
1696,2025-03-03,UK,25-34,affiliate,Android,0.511,True,False,False
1697,2025-02-12,Germany,18-24,organic,Android,0.296,True,False,False
1698,2025-01-14,UK,18-24,paid_social,Android,0.381,True,False,True
1699,2025-02-02,Spain,35-44,paid_search,Web,0.433,True,False,False
1700,2025-03-28,France,45-54,referral,Android,0.511,True,True,True
1701,2025-01-24,UK,25-34,organic,Web,0.305,True,False,False
1702,2025-01-17,France,18-24,organic,iOS,0.217,True,False,False
1703,2025-03-03,Nigeria,18-24,referral,Web,0.066,True,True,True
1704,2025-01-18,UK,35-44,paid_search,Android,0.584,True,False,True
1705,2025-03-24,Germany,25-34,paid_social,iOS,0.62,True,False,True
1706,2025-03-19,Germany,25-34,affiliate,iOS,0.088,True,False,False
1707,2025-03-30,UK,25-34,paid_search,iOS,0.464,True,False,True
1708,2025-03-24,France,25-34,paid_social,iOS,0.382,True,False,False
1709,2025-01-22,France,35-44,affiliate,Web,0.669,True,False,True
1710,2025-01-20,UK,25-34,paid_social,Web,0.412,True,False,False
1711,2025-01-31,UK,18-24,organic,iOS,0.548,True,False,False
1712,2025-02-12,Ghana,25-34,referral,iOS,0.373,True,True,True
1713,2025-03-21,Germany,25-34,paid_social,iOS,0.326,True,False,True
1714,2025-03-08,France,25-34,referral,Android,0.588,True,True,False
1715,2025-02-27,France,18-24,paid_social,Android,0.644,True,False,False
1716,2025-03-21,Ghana,18-24,organic,Android,0.222,True,False,False
1717,2025-02-28,Spain,25-34,referral,Android,0.656,True,True,True
1718,2025-02-04,Ghana,25-34,organic,Web,0.275,True,False,False
1719,2025-02-07,France,25-34,referral,iOS,0.03,True,True,True
1720,2025-02-16,Germany,25-34,referral,iOS,0.452,True,True,True
1721,2025-01-08,Germany,18-24,affiliate,Android,0.541,True,False,True
1722,2025-03-08,Germany,35-44,organic,Web,0.177,True,False,False
1723,2025-02-28,Germany,25-34,paid_search,Android,0.093,True,False,False
1724,2025-03-07,UK,18-24,organic,Android,0.361,True,False,False
1725,2025-02-18,Germany,35-44,paid_search,Android,0.337,True,False,False
1726,2025-03-12,Germany,25-34,paid_search,iOS,0.697,True,False,True
1727,2025-03-27,UK,45-54,paid_social,Android,0.452,True,False,True
1728,2025-02-21,UK,18-24,paid_search,Android,0.582,True,False,False
1729,2025-02-09,Spain,45-54,affiliate,iOS,0.488,True,False,False
1730,2025-01-10,France,35-44,organic,Android,0.732,True,False,False
1731,2025-03-12,Ghana,18-24,paid_search,iOS,0.289,True,False,False
1732,2025-03-23,France,25-34,paid_social,Android,0.434,True,False,False
1733,2025-03-04,Ghana,35-44,organic,iOS,0.168,False,False,False
1734,2025-03-19,Spain,25-34,paid_social,iOS,0.596,True,False,False
1735,2025-03-19,UK,25-34,paid_social,Android,0.651,True,False,True
1736,2025-03-13,Nigeria,45-54,paid_social,Android,0.607,True,False,False
1737,2025-02-15,UK,35-44,paid_social,iOS,0.428,True,False,False
1738,2025-01-09,France,55+,referral,iOS,0.182,False,True,True
1739,2025-01-01,Spain,35-44,affiliate,Android,0.434,True,False,False
1740,2025-01-19,Germany,35-44,organic,Web,0.328,True,False,False
1741,2025-02-08,France,35-44,paid_search,Android,0.616,True,False,True
1742,2025-03-08,Germany,35-44,referral,iOS,0.373,True,True,True
1743,2025-02-11,UK,45-54,organic,Android,0.369,True,False,True
1744,2025-01-03,UK,25-34,paid_social,Android,0.841,True,False,False
1745,2025-01-19,UK,18-24,paid_social,iOS,0.594,True,False,False
1746,2025-03-30,UK,25-34,organic,iOS,0.644,True,False,False
1747,2025-03-30,France,18-24,paid_search,iOS,0.358,True,False,True
1748,2025-02-03,France,45-54,referral,iOS,0.252,True,True,True
1749,2025-03-14,Germany,35-44,organic,Android,0.642,True,False,False
1750,2025-03-06,Spain,25-34,organic,iOS,0.719,True,False,False
1751,2025-03-25,UK,18-24,referral,Android,0.218,True,True,True
1752,2025-03-21,UK,25-34,referral,Android,0.357,True,True,True
1753,2025-02-26,Spain,25-34,paid_social,Android,0.285,True,False,False
1754,2025-02-05,Nigeria,35-44,paid_search,Android,0.537,True,False,False
1755,2025-02-26,Germany,25-34,organic,Android,0.646,True,False,False
1756,2025-01-29,UK,25-34,referral,iOS,0.384,True,True,True
1757,2025-02-01,Spain,25-34,organic,iOS,0.383,True,False,False
1758,2025-02-24,Ghana,25-34,referral,Android,0.098,True,True,True
1759,2025-02-21,Germany,25-34,referral,iOS,0.278,True,True,True
1760,2025-02-22,UK,45-54,organic,iOS,0.721,True,False,False
1761,2025-02-04,UK,45-54,paid_social,iOS,0.539,True,False,False
1762,2025-02-06,France,35-44,affiliate,iOS,0.617,True,False,False
1763,2025-01-01,Nigeria,25-34,referral,iOS,0.384,True,True,True
1764,2025-02-24,Spain,18-24,paid_social,Android,0.401,True,False,False
1765,2025-02-21,Germany,45-54,organic,Android,0.453,True,False,False
1766,2025-03-26,France,55+,paid_social,Android,0.508,True,False,True
1767,2025-02-15,Ghana,18-24,paid_social,iOS,0.698,True,False,True
1768,2025-02-12,Germany,35-44,paid_social,Android,0.329,True,False,True
1769,2025-01-07,Ghana,25-34,organic,iOS,0.425,True,False,False
1770,2025-01-18,Germany,18-24,referral,Android,0.307,False,True,True
1771,2025-01-31,Germany,55+,paid_social,Android,0.096,True,False,True
1772,2025-02-03,France,45-54,paid_search,Android,0.616,True,False,True
1773,2025-02-02,Germany,55+,organic,Android,0.765,True,False,True
1774,2025-02-05,Nigeria,18-24,paid_search,iOS,0.588,True,False,True
1775,2025-03-11,France,25-34,paid_search,iOS,0.491,True,False,False
1776,2025-01-12,Germany,45-54,organic,iOS,0.784,True,False,False
1777,2025-01-30,Germany,35-44,paid_social,Web,0.533,True,False,False
1778,2025-01-15,France,25-34,organic,Web,0.594,True,False,False
1779,2025-01-28,Germany,25-34,organic,Android,0.475,True,False,False
1780,2025-03-03,Spain,18-24,organic,iOS,0.503,True,False,False
1781,2025-01-05,Germany,25-34,paid_search,iOS,0.426,True,False,True
1782,2025-01-31,Germany,45-54,paid_search,Android,0.6,True,False,False
1783,2025-01-03,France,18-24,paid_search,iOS,0.254,True,False,False
1784,2025-03-27,UK,18-24,paid_social,iOS,0.525,True,False,True
1785,2025-03-07,Spain,25-34,paid_search,Android,0.296,True,False,False
1786,2025-01-22,France,25-34,paid_social,iOS,0.542,True,False,False
1787,2025-01-18,Germany,25-34,organic,Android,0.881,True,False,False
1788,2025-01-09,Spain,18-24,paid_search,Android,0.576,True,False,True
1789,2025-02-12,Spain,35-44,organic,Android,0.661,True,False,False
1790,2025-03-09,Ghana,18-24,paid_search,Android,0.612,False,False,False
1791,2025-02-22,Germany,35-44,paid_social,iOS,0.031,True,False,True
1792,2025-03-21,Germany,25-34,referral,Android,0.426,False,True,False
1793,2025-01-31,Spain,25-34,paid_social,Android,0.531,True,False,True
1794,2025-01-26,France,25-34,paid_search,Android,0.074,True,False,True
1795,2025-02-13,France,35-44,organic,Android,0.399,True,False,False
1796,2025-01-19,France,25-34,affiliate,Web,0.436,True,False,False
1797,2025-03-29,Spain,25-34,organic,Android,0.228,True,False,False
1798,2025-01-17,UK,25-34,organic,Web,0.275,True,False,False
1799,2025-02-13,France,25-34,organic,iOS,0.691,True,False,False
1800,2025-02-16,UK,25-34,affiliate,Web,0.0,True,False,True
1801,2025-01-06,Germany,25-34,referral,Web,0.499,True,True,True
1802,2025-02-12,Spain,25-34,paid_search,iOS,0.659,True,False,False
1803,2025-02-10,Germany,18-24,organic,Android,0.445,True,False,False
1804,2025-01-24,Germany,35-44,referral,Android,0.704,True,True,True
1805,2025-01-12,Ghana,18-24,paid_search,Android,0.373,False,False,False
1806,2025-01-05,Spain,45-54,organic,iOS,0.287,True,False,False
1807,2025-01-01,France,25-34,paid_search,Android,0.448,True,False,False
1808,2025-02-13,Nigeria,18-24,paid_search,Android,0.381,True,False,False
1809,2025-01-09,Germany,35-44,paid_search,iOS,0.347,True,False,True
1810,2025-03-28,Spain,25-34,paid_social,Web,0.418,True,False,True
1811,2025-01-23,UK,45-54,paid_social,Android,0.307,True,False,False
1812,2025-02-28,UK,45-54,paid_social,iOS,0.299,True,False,True
1813,2025-03-02,Germany,35-44,organic,Android,0.248,True,False,False
1814,2025-02-14,UK,25-34,organic,iOS,0.525,True,False,False
1815,2025-03-21,France,45-54,referral,iOS,0.27,True,True,True
1816,2025-01-10,UK,35-44,organic,iOS,0.226,True,False,False
1817,2025-01-22,France,45-54,paid_search,Web,0.257,True,False,False
1818,2025-01-23,UK,18-24,organic,Android,0.487,True,False,False
1819,2025-01-13,UK,45-54,organic,Android,0.57,True,False,False
1820,2025-01-27,Nigeria,35-44,paid_search,iOS,0.585,False,False,False
1821,2025-01-29,Spain,25-34,organic,Android,0.489,True,False,False
1822,2025-03-10,Nigeria,55+,paid_social,Android,0.546,True,False,True
1823,2025-01-28,Germany,35-44,paid_search,Android,0.44,True,False,False
1824,2025-03-20,UK,45-54,referral,iOS,0.532,True,True,True
1825,2025-03-11,France,18-24,paid_social,iOS,0.529,True,False,False
1826,2025-03-23,France,25-34,organic,Web,0.319,True,False,False
1827,2025-01-10,UK,35-44,referral,Android,0.256,True,True,True
1828,2025-03-30,Ghana,18-24,affiliate,iOS,0.693,True,False,False
1829,2025-02-25,France,35-44,organic,Web,0.473,True,False,False
1830,2025-03-30,Spain,35-44,paid_social,iOS,0.639,True,False,True
1831,2025-02-01,Germany,25-34,paid_social,Android,0.252,True,False,True
1832,2025-03-27,France,35-44,paid_social,iOS,0.377,True,False,False
1833,2025-02-22,UK,18-24,organic,Web,0.202,True,False,False
1834,2025-01-07,Nigeria,35-44,organic,iOS,0.566,True,False,False
1835,2025-02-06,Germany,45-54,paid_search,Web,0.339,True,False,True
1836,2025-01-13,UK,25-34,organic,Android,0.35,True,False,False
1837,2025-03-26,UK,25-34,paid_search,iOS,0.802,False,False,True
1838,2025-01-28,France,25-34,referral,iOS,0.57,True,True,True
1839,2025-01-21,Nigeria,25-34,paid_search,Android,0.568,True,False,False
1840,2025-02-19,Ghana,45-54,paid_search,iOS,0.234,True,False,True
1841,2025-02-08,Spain,25-34,organic,iOS,0.116,True,False,False
1842,2025-01-09,Nigeria,25-34,paid_search,Android,0.625,True,False,False
1843,2025-03-15,Spain,25-34,referral,iOS,0.047,True,True,True
1844,2025-03-18,Germany,35-44,referral,Android,0.36,True,True,True
1845,2025-03-08,France,35-44,paid_search,Android,0.304,True,False,True
1846,2025-02-25,UK,18-24,paid_search,iOS,0.283,True,False,False
1847,2025-02-06,UK,25-34,organic,iOS,0.371,True,False,True
1848,2025-02-18,Germany,18-24,affiliate,iOS,0.26,True,False,False
1849,2025-02-16,UK,18-24,paid_search,Web,0.231,True,False,False
1850,2025-01-15,Nigeria,25-34,paid_search,iOS,0.496,True,False,True
1851,2025-01-08,Nigeria,35-44,paid_search,Android,0.642,True,False,True
1852,2025-01-23,Germany,25-34,organic,Android,0.137,True,False,False
1853,2025-02-10,Spain,18-24,paid_search,Android,0.485,False,False,False
1854,2025-01-15,Germany,25-34,affiliate,iOS,0.547,True,False,False
1855,2025-01-10,UK,35-44,organic,iOS,0.53,False,False,False
1856,2025-03-18,Germany,25-34,organic,Android,0.41,True,False,True
1857,2025-02-03,UK,18-24,organic,Android,0.343,True,False,False
1858,2025-02-22,Germany,35-44,organic,Android,0.587,True,False,False
1859,2025-02-17,UK,18-24,affiliate,iOS,0.51,False,False,False
1860,2025-03-08,UK,35-44,paid_social,Android,0.109,True,False,False
1861,2025-03-08,UK,35-44,referral,iOS,0.41,False,True,True
1862,2025-01-27,Nigeria,45-54,referral,Android,0.46,True,True,True
1863,2025-03-18,UK,18-24,paid_social,Android,0.253,True,False,False
1864,2025-02-03,Germany,18-24,paid_social,iOS,0.406,True,False,False
1865,2025-03-17,France,45-54,paid_social,Web,0.538,True,False,True
1866,2025-02-06,Germany,25-34,paid_social,Android,0.301,True,False,False
1867,2025-01-10,France,25-34,paid_social,iOS,0.492,True,False,False
1868,2025-03-10,UK,25-34,paid_social,iOS,0.272,True,False,True
1869,2025-01-03,France,18-24,paid_search,Android,0.227,True,False,False
1870,2025-03-11,France,35-44,paid_social,Android,0.561,True,False,True
1871,2025-01-04,Spain,45-54,organic,iOS,0.661,True,False,False
1872,2025-01-19,France,35-44,paid_social,iOS,0.237,True,False,False
1873,2025-02-24,Germany,25-34,paid_social,Android,0.622,True,False,False
1874,2025-03-26,Germany,55+,paid_social,iOS,0.448,True,False,True
1875,2025-02-06,UK,35-44,paid_social,iOS,0.052,True,False,True
1876,2025-01-11,France,18-24,referral,iOS,0.192,True,True,True
1877,2025-01-21,UK,35-44,referral,Android,0.559,True,True,True
1878,2025-03-22,Germany,18-24,paid_search,iOS,0.158,True,False,False
1879,2025-03-07,Spain,25-34,paid_search,iOS,0.339,True,False,False
1880,2025-01-10,UK,25-34,organic,iOS,0.435,True,False,False
1881,2025-02-04,UK,18-24,organic,iOS,0.531,True,False,False
1882,2025-01-24,Spain,18-24,organic,Web,0.483,True,False,False
1883,2025-01-17,Germany,25-34,referral,iOS,0.732,True,True,True
1884,2025-03-18,Ghana,25-34,referral,iOS,0.303,True,True,True
1885,2025-02-25,Nigeria,25-34,organic,Android,0.468,True,False,False
1886,2025-01-17,Nigeria,25-34,referral,Web,0.531,True,True,True
1887,2025-02-28,Germany,35-44,paid_search,Android,0.578,False,False,False
1888,2025-02-07,UK,45-54,referral,iOS,0.639,False,True,True
1889,2025-01-06,France,18-24,paid_search,Android,0.372,True,False,False
1890,2025-02-10,France,35-44,paid_social,Android,0.567,True,False,True
1891,2025-01-17,France,18-24,paid_search,Android,0.283,True,False,True
1892,2025-01-23,Germany,25-34,organic,iOS,0.436,True,False,False
1893,2025-03-21,UK,25-34,organic,iOS,0.54,True,False,False
1894,2025-03-05,UK,18-24,paid_social,iOS,0.626,True,False,True
1895,2025-01-13,UK,18-24,referral,Android,0.553,False,True,True
1896,2025-03-18,UK,35-44,paid_social,iOS,0.466,True,False,True
1897,2025-02-21,Nigeria,35-44,referral,Android,0.436,True,True,True
1898,2025-03-20,UK,55+,organic,Android,0.549,True,False,True
1899,2025-03-09,France,45-54,referral,Android,0.844,True,True,True
1900,2025-01-31,Nigeria,25-34,referral,Web,0.604,True,True,True
1901,2025-02-18,Germany,18-24,paid_search,Android,0.519,True,False,False
1902,2025-02-17,France,18-24,paid_search,iOS,0.204,True,False,True
1903,2025-03-06,Spain,25-34,organic,Android,0.298,True,False,False
1904,2025-01-23,Germany,45-54,organic,iOS,0.392,True,False,True
1905,2025-01-30,Germany,25-34,organic,iOS,0.614,True,False,False
1906,2025-01-23,Ghana,18-24,paid_social,iOS,0.281,True,False,True
1907,2025-01-27,Spain,25-34,referral,Android,0.566,False,True,True
1908,2025-01-15,Ghana,45-54,organic,iOS,0.472,True,False,False
1909,2025-01-04,Nigeria,25-34,affiliate,iOS,0.514,True,False,False
1910,2025-03-26,Germany,35-44,referral,iOS,0.411,True,True,True
1911,2025-01-07,Spain,25-34,paid_social,Android,0.343,True,False,True
1912,2025-03-21,France,25-34,affiliate,Android,0.275,False,False,False
1913,2025-01-01,Spain,25-34,referral,Android,0.56,True,True,True
1914,2025-03-11,Spain,35-44,organic,iOS,0.436,True,False,False
1915,2025-01-30,Spain,35-44,affiliate,Android,0.256,False,False,False
1916,2025-02-16,Ghana,25-34,paid_search,iOS,0.49,True,False,False
1917,2025-01-26,Germany,25-34,organic,iOS,1.0,True,False,False
1918,2025-02-14,Spain,18-24,organic,Android,0.414,True,False,False
1919,2025-02-10,UK,18-24,paid_social,Android,0.748,True,False,False
1920,2025-02-17,France,18-24,affiliate,Android,0.0,True,False,True
1921,2025-02-05,Spain,18-24,paid_search,iOS,0.401,True,False,True
1922,2025-02-18,Spain,35-44,paid_social,Android,0.622,True,False,True
1923,2025-03-16,Germany,35-44,paid_search,Android,0.453,True,False,False
1924,2025-02-09,France,35-44,referral,Web,0.334,True,True,True
1925,2025-02-02,Germany,35-44,organic,Android,0.445,True,False,False
1926,2025-01-12,UK,55+,paid_social,Android,0.627,True,False,True
1927,2025-02-02,UK,55+,paid_social,iOS,0.836,True,False,True
1928,2025-01-12,Nigeria,25-34,organic,Android,0.642,True,False,False
1929,2025-01-17,Germany,18-24,affiliate,Android,0.359,True,False,False
1930,2025-03-27,Nigeria,18-24,affiliate,Android,0.408,True,False,True
1931,2025-01-09,UK,45-54,paid_search,Android,0.409,True,False,True
1932,2025-02-13,Spain,18-24,paid_social,Android,0.294,True,False,False
1933,2025-03-17,France,25-34,referral,Android,0.422,True,True,True
1934,2025-03-27,Spain,25-34,organic,Android,0.401,True,False,False
1935,2025-01-14,France,25-34,organic,Web,0.234,True,False,False
1936,2025-01-15,Spain,25-34,paid_social,iOS,0.601,True,False,True
1937,2025-02-03,Nigeria,35-44,paid_social,iOS,0.526,False,False,True
1938,2025-02-19,France,25-34,paid_social,Web,0.335,True,False,False
1939,2025-03-28,UK,45-54,paid_social,Android,0.477,True,False,False
1940,2025-01-19,UK,18-24,paid_social,Android,0.276,True,False,False
1941,2025-01-15,Spain,45-54,organic,iOS,0.351,True,False,False
1942,2025-01-23,Germany,25-34,organic,iOS,0.574,True,False,False
1943,2025-03-20,France,18-24,organic,iOS,0.535,True,False,False
1944,2025-01-03,France,55+,paid_search,iOS,0.358,True,False,False
1945,2025-02-04,Germany,45-54,referral,Android,0.506,True,True,True
1946,2025-01-11,Spain,35-44,referral,Android,0.437,True,True,True
1947,2025-01-15,Spain,45-54,paid_search,Android,0.27,True,False,False
1948,2025-03-24,Spain,25-34,paid_social,iOS,0.42,True,False,False
1949,2025-01-01,Spain,18-24,paid_search,iOS,0.528,True,False,False
1950,2025-01-29,Ghana,18-24,paid_search,Android,0.505,True,False,True
1951,2025-03-24,France,45-54,affiliate,iOS,0.145,True,False,True
1952,2025-02-24,Nigeria,35-44,organic,Android,0.48,True,False,False
1953,2025-01-07,UK,55+,referral,iOS,0.455,True,True,True
1954,2025-02-11,France,35-44,organic,iOS,0.108,True,False,False
1955,2025-03-29,Spain,35-44,paid_search,Android,0.305,True,False,True
1956,2025-02-06,Germany,18-24,paid_social,Android,0.538,True,False,False
1957,2025-02-17,UK,18-24,referral,iOS,0.699,True,True,True
1958,2025-02-17,France,25-34,paid_social,Android,0.155,True,False,True
1959,2025-03-01,Germany,35-44,referral,iOS,0.626,True,True,True
1960,2025-01-17,Nigeria,18-24,referral,iOS,0.112,True,True,True
1961,2025-03-17,Germany,45-54,paid_social,iOS,0.702,True,False,True
1962,2025-03-30,UK,35-44,paid_search,Android,0.407,True,False,True
1963,2025-01-13,France,25-34,paid_search,Android,0.321,True,False,False
1964,2025-03-15,Germany,45-54,paid_social,Android,0.514,True,False,True
1965,2025-03-15,UK,25-34,paid_social,Android,0.277,False,False,True
1966,2025-03-08,France,35-44,paid_search,iOS,0.543,True,False,False
1967,2025-02-03,France,25-34,paid_search,Android,0.428,True,False,False
1968,2025-02-12,UK,25-34,organic,Android,0.0,True,False,False
1969,2025-03-17,France,18-24,organic,Android,0.304,True,False,False
1970,2025-01-14,France,25-34,paid_search,iOS,0.484,True,False,False
1971,2025-03-16,Spain,35-44,referral,iOS,0.642,True,True,True
1972,2025-03-24,Germany,55+,referral,Android,0.51,True,True,True
1973,2025-03-03,UK,45-54,affiliate,Android,0.639,True,False,True
1974,2025-01-31,Nigeria,18-24,paid_social,Android,0.289,True,False,False
1975,2025-02-20,France,55+,organic,Android,0.581,True,False,False
1976,2025-01-05,UK,18-24,paid_social,Android,0.584,True,False,False
1977,2025-03-25,Ghana,18-24,referral,iOS,0.156,True,True,True
1978,2025-01-31,UK,35-44,paid_social,iOS,0.648,True,False,True
1979,2025-01-06,Spain,45-54,paid_search,iOS,0.509,True,False,False
1980,2025-03-13,Spain,45-54,paid_social,iOS,0.399,False,False,False
1981,2025-03-01,Nigeria,35-44,organic,iOS,0.396,True,False,False
1982,2025-02-26,Nigeria,18-24,organic,Android,0.263,False,False,False
1983,2025-01-05,UK,18-24,organic,iOS,0.564,True,False,False
1984,2025-03-09,Spain,18-24,paid_search,iOS,0.504,True,False,False
1985,2025-02-27,Germany,25-34,referral,iOS,0.555,True,True,True
1986,2025-03-13,France,25-34,organic,Android,0.464,True,False,False
1987,2025-03-16,France,18-24,organic,iOS,0.487,False,False,False
1988,2025-01-20,UK,25-34,referral,Web,0.397,True,True,True
1989,2025-01-19,UK,25-34,referral,Android,0.644,False,True,True
1990,2025-03-25,UK,35-44,paid_social,Android,0.559,True,False,True
1991,2025-02-17,UK,25-34,paid_search,Android,0.481,True,False,True
1992,2025-02-09,UK,25-34,paid_search,Android,0.426,True,False,True
1993,2025-01-26,Nigeria,35-44,paid_social,iOS,0.132,True,False,True
1994,2025-02-27,France,35-44,referral,Android,0.093,True,True,True
1995,2025-03-09,Spain,25-34,organic,iOS,0.384,True,False,False
1996,2025-01-01,Ghana,18-24,referral,iOS,0.678,True,True,True
1997,2025-02-19,Spain,45-54,paid_social,Web,0.323,True,False,False
1998,2025-03-31,Germany,35-44,paid_social,Android,0.33,True,False,True
1999,2025-01-26,Ghana,18-24,organic,iOS,0.275,True,False,False
2000,2025-01-26,Spain,25-34,referral,iOS,0.218,True,True,True
2001,2025-03-21,Spain,25-34,paid_social,Android,0.285,True,False,True
2002,2025-01-06,Nigeria,18-24,paid_search,Android,0.5,True,False,True
2003,2025-02-05,France,18-24,paid_search,Android,0.361,True,False,True
2004,2025-02-11,France,55+,paid_search,iOS,0.353,True,False,False
2005,2025-03-13,Ghana,25-34,organic,iOS,0.337,True,False,False
2006,2025-01-12,Germany,18-24,organic,iOS,0.493,True,False,False
2007,2025-02-09,Ghana,35-44,organic,Android,0.52,True,False,False
2008,2025-01-14,UK,25-34,paid_search,Android,0.114,True,False,False
2009,2025-03-12,UK,35-44,paid_social,Android,0.313,True,False,True
2010,2025-02-26,France,25-34,paid_social,Android,0.434,True,False,True
2011,2025-02-14,UK,18-24,paid_social,iOS,0.529,True,False,True
2012,2025-02-05,Nigeria,18-24,organic,iOS,0.473,True,False,False
2013,2025-01-14,UK,55+,paid_search,iOS,0.598,True,False,False
2014,2025-03-24,Spain,25-34,paid_social,Android,0.196,False,False,True
2015,2025-02-28,UK,35-44,paid_social,Android,0.525,True,False,True
2016,2025-01-29,Nigeria,18-24,paid_search,Web,0.819,True,False,False
2017,2025-02-07,Germany,35-44,affiliate,iOS,0.459,True,False,False
2018,2025-03-07,UK,25-34,referral,Web,0.466,True,True,True
2019,2025-03-06,UK,35-44,referral,iOS,0.543,True,True,True
2020,2025-02-11,France,25-34,paid_social,iOS,0.352,True,False,True
2021,2025-01-28,Nigeria,25-34,paid_search,iOS,0.28,True,False,True
2022,2025-03-01,Nigeria,18-24,affiliate,iOS,0.46,False,False,True
2023,2025-03-01,Germany,18-24,referral,iOS,0.152,True,True,True
2024,2025-02-23,Germany,35-44,referral,iOS,0.521,True,True,True
2025,2025-01-07,UK,18-24,referral,Android,0.552,True,True,True
2026,2025-02-12,France,18-24,referral,Android,0.161,False,True,True
2027,2025-02-25,France,45-54,paid_social,Android,0.479,True,False,True
2028,2025-03-27,UK,25-34,organic,Android,0.411,True,False,False
2029,2025-02-17,France,25-34,paid_social,Android,0.716,True,False,True
2030,2025-01-31,Ghana,35-44,paid_social,Web,0.686,True,False,True
2031,2025-02-20,UK,35-44,referral,iOS,0.601,True,True,True
2032,2025-01-16,UK,18-24,paid_search,Web,0.668,True,False,False
2033,2025-01-09,UK,25-34,paid_social,iOS,0.384,True,False,True
2034,2025-03-03,UK,25-34,affiliate,Android,0.497,True,False,True
2035,2025-03-30,UK,25-34,paid_search,Android,0.405,True,False,True
2036,2025-03-18,France,35-44,organic,iOS,0.271,True,False,False
2037,2025-02-22,UK,55+,paid_social,iOS,0.465,True,False,False
2038,2025-01-04,Spain,18-24,paid_search,iOS,0.435,True,False,True
2039,2025-03-30,Ghana,18-24,organic,Android,0.414,True,False,False
2040,2025-02-10,Nigeria,35-44,paid_social,Android,0.439,True,False,False
2041,2025-01-27,Spain,25-34,affiliate,iOS,0.461,False,False,True
2042,2025-03-22,UK,35-44,paid_search,iOS,0.61,True,False,True
2043,2025-03-09,UK,18-24,paid_search,Android,0.345,True,False,False
2044,2025-03-09,UK,18-24,paid_search,iOS,0.22,True,False,False
2045,2025-01-25,Nigeria,35-44,paid_social,iOS,0.572,True,False,False
2046,2025-03-31,Nigeria,55+,paid_search,iOS,0.604,True,False,False
2047,2025-02-10,Germany,18-24,paid_search,Android,0.514,True,False,False
2048,2025-02-17,Germany,45-54,paid_social,iOS,0.245,True,False,True
2049,2025-03-09,France,25-34,affiliate,iOS,0.426,True,False,True
2050,2025-03-01,UK,18-24,paid_search,iOS,0.501,True,False,False
2051,2025-01-16,Nigeria,25-34,paid_social,Android,0.258,True,False,True
2052,2025-01-28,UK,25-34,referral,iOS,0.312,True,True,False
2053,2025-02-02,Germany,35-44,organic,Android,0.424,True,False,True
2054,2025-03-27,Germany,25-34,referral,Android,0.663,True,True,True
