user_id,incentive_type,incentive_cost,estimated_revenue_30d
1703,referral_bonus,12.0,0.6
1704,cashback,5.0,0.49
1705,welcome_bonus,8.0,1.38
1707,cashback,5.0,0.63
1709,affiliate_reward,10.0,0.58
1712,referral_bonus,12.0,0.19
1713,welcome_bonus,8.0,1.02
1717,referral_bonus,12.0,0.5
1719,referral_bonus,12.0,0.63
1720,referral_bonus,12.0,0.88
1721,affiliate_reward,10.0,0.22
1726,cashback,5.0,0.71
1727,welcome_bonus,8.0,0.3
1735,welcome_bonus,8.0,0.53
1738,referral_bonus,12.0,0.82
1741,cashback,5.0,0.76
1742,referral_bonus,12.0,1.01
1743,welcome_bonus,8.0,0.14
1747,cashback,5.0,0.0
1748,referral_bonus,12.0,0.97
1751,referral_bonus,12.0,0.82
1752,referral_bonus,12.0,2.13
1756,referral_bonus,12.0,0.96
1758,referral_bonus,12.0,0.06
1759,referral_bonus,12.0,0.91
1763,referral_bonus,12.0,0.91
1766,welcome_bonus,8.0,0.7
1767,welcome_bonus,8.0,0.57
1768,welcome_bonus,8.0,0.3
1770,referral_bonus,12.0,0.15
1771,welcome_bonus,8.0,1.51
1772,cashback,5.0,0.39
1773,welcome_bonus,8.0,0.32
1774,cashback,5.0,0.78
1781,cashback,5.0,1.99
1784,welcome_bonus,8.0,0.48
1788,cashback,5.0,0.67
1791,welcome_bonus,8.0,0.62
1793,welcome_bonus,8.0,0.29
1794,cashback,5.0,1.37
1800,affiliate_reward,10.0,0.62
1801,referral_bonus,12.0,0.68
1804,referral_bonus,12.0,0.56
1809,cashback,5.0,3.55
1810,welcome_bonus,8.0,0.68
1812,welcome_bonus,8.0,0.86
1815,referral_bonus,12.0,0.96
1822,welcome_bonus,8.0,0.63
1824,referral_bonus,12.0,0.17
1827,referral_bonus,12.0,0.03
1830,welcome_bonus,8.0,0.36
1831,welcome_bonus,8.0,0.24
1835,cashback,5.0,0.53
1837,cashback,5.0,0.8
1838,referral_bonus,12.0,0.0
1840,cashback,5.0,0.61
1843,referral_bonus,12.0,1.62
1844,referral_bonus,12.0,0.61
1845,cashback,5.0,1.37
1847,welcome_bonus,8.0,1.21
1850,cashback,5.0,1.71
1851,cashback,5.0,0.42
1856,welcome_bonus,8.0,0.89
1861,referral_bonus,12.0,0.68
1862,referral_bonus,12.0,1.84
1865,welcome_bonus,8.0,0.39
1868,welcome_bonus,8.0,0.51
1870,welcome_bonus,8.0,1.05
1874,welcome_bonus,8.0,0.46
1875,welcome_bonus,8.0,0.29
1876,referral_bonus,12.0,0.28
1877,referral_bonus,12.0,0.95
1883,referral_bonus,12.0,0.44
1884,referral_bonus,12.0,3.55
1886,referral_bonus,12.0,0.61
1888,referral_bonus,12.0,0.7
1890,welcome_bonus,8.0,0.37
1891,cashback,5.0,1.03
1894,welcome_bonus,8.0,1.39
1895,referral_bonus,12.0,0.94
1896,welcome_bonus,8.0,0.32
1897,referral_bonus,12.0,0.6
1898,welcome_bonus,8.0,1.47
1899,referral_bonus,12.0,0.32
1900,referral_bonus,12.0,0.31
1902,cashback,5.0,1.76
1904,welcome_bonus,8.0,0.47
1906,welcome_bonus,8.0,1.17
1907,referral_bonus,12.0,3.8
1910,referral_bonus,12.0,0.52
1911,welcome_bonus,8.0,0.74
1913,referral_bonus,12.0,1.8
1920,affiliate_reward,10.0,1.32
1921,cashback,5.0,0.06
1922,welcome_bonus,8.0,0.63
1924,referral_bonus,12.0,0.6
1926,welcome_bonus,8.0,0.5
1927,welcome_bonus,8.0,0.95
1930,affiliate_reward,10.0,0.54
1931,cashback,5.0,0.47
1933,referral_bonus,12.0,1.74
1936,welcome_bonus,8.0,0.12
1937,welcome_bonus,8.0,0.39
1945,referral_bonus,12.0,2.99
1946,referral_bonus,12.0,0.0
1950,cashback,5.0,0.33
1951,affiliate_reward,10.0,0.64
1953,referral_bonus,12.0,0.5
1955,cashback,5.0,1.2
1957,referral_bonus,12.0,0.38
1958,welcome_bonus,8.0,0.28
1959,referral_bonus,12.0,0.56
1960,referral_bonus,12.0,0.71
1961,welcome_bonus,8.0,0.57
1962,cashback,5.0,1.82
1964,welcome_bonus,8.0,0.68
1965,welcome_bonus,8.0,0.44
1971,referral_bonus,12.0,0.7
1972,referral_bonus,12.0,0.3
1973,affiliate_reward,10.0,0.45
1977,referral_bonus,12.0,0.44
1978,welcome_bonus,8.0,0.89
1985,referral_bonus,12.0,1.34
1988,referral_bonus,12.0,0.0
1989,referral_bonus,12.0,0.94
1990,welcome_bonus,8.0,0.72
1991,cashback,5.0,0.87
1992,cashback,5.0,0.77
1993,welcome_bonus,8.0,0.28
1994,referral_bonus,12.0,0.33
1996,referral_bonus,12.0,0.24
1998,welcome_bonus,8.0,0.54
2000,referral_bonus,12.0,0.05
2001,welcome_bonus,8.0,0.59
2002,cashback,5.0,1.9
2003,cashback,5.0,1.54
2009,welcome_bonus,8.0,2.34
2010,welcome_bonus,8.0,0.71
2011,welcome_bonus,8.0,0.69
2014,welcome_bonus,8.0,0.68
2015,welcome_bonus,8.0,0.87
2018,referral_bonus,12.0,0.46
2019,referral_bonus,12.0,2.65
2020,welcome_bonus,8.0,0.5
2021,cashback,5.0,0.85
2022,affiliate_reward,10.0,0.42
2023,referral_bonus,12.0,1.69
2024,referral_bonus,12.0,0.38
2025,referral_bonus,12.0,0.64
2026,referral_bonus,12.0,1.37
2027,welcome_bonus,8.0,1.06
2029,welcome_bonus,8.0,0.3
2030,welcome_bonus,8.0,0.32
2031,referral_bonus,12.0,1.1
2033,welcome_bonus,8.0,0.3
2034,affiliate_reward,10.0,0.27
2035,cashback,5.0,0.21
2038,cashback,5.0,0.91
2041,affiliate_reward,10.0,0.38
2042,cashback,5.0,0.49
2048,welcome_bonus,8.0,0.56
2049,affiliate_reward,10.0,1.47
2051,welcome_bonus,8.0,0.6
2053,welcome_bonus,8.0,0.61
2054,referral_bonus,12.0,0.36
2055,cashback,5.0,0.55
2058,welcome_bonus,8.0,0.53
2059,referral_bonus,12.0,0.95
2060,welcome_bonus,8.0,1.14
2061,referral_bonus,12.0,1.22
2062,referral_bonus,12.0,1.7
2065,referral_bonus,12.0,0.31
2067,referral_bonus,12.0,0.63
2068,referral_bonus,12.0,0.28
2069,cashback,5.0,1.52
2074,referral_bonus,12.0,0.69
2079,welcome_bonus,8.0,0.26
2080,cashback,5.0,0.5
2082,cashback,5.0,0.49
2084,welcome_bonus,8.0,0.54
2086,welcome_bonus,8.0,0.7
2087,referral_bonus,12.0,0.0
2088,welcome_bonus,8.0,2.0
2093,affiliate_reward,10.0,0.49
2096,referral_bonus,12.0,0.7
2098,welcome_bonus,8.0,0.2
2103,referral_bonus,12.0,0.7
2106,cashback,5.0,0.49
2111,referral_bonus,12.0,0.48
2112,referral_bonus,12.0,0.74
2114,welcome_bonus,8.0,0.5
2115,welcome_bonus,8.0,0.71
2117,welcome_bonus,8.0,1.54
2118,referral_bonus,12.0,0.97
2120,welcome_bonus,8.0,1.22
2121,cashback,5.0,0.95
2122,welcome_bonus,8.0,0.87
2129,referral_bonus,12.0,0.96
2131,referral_bonus,12.0,0.37
2134,welcome_bonus,8.0,0.47
2135,welcome_bonus,8.0,0.38
2136,affiliate_reward,10.0,1.02
2140,welcome_bonus,8.0,1.12
2141,referral_bonus,12.0,1.96
2143,referral_bonus,12.0,0.55
2144,cashback,5.0,0.24
2148,welcome_bonus,8.0,0.78
2151,cashback,5.0,0.36
2152,referral_bonus,12.0,0.32
2153,cashback,5.0,0.7
2154,cashback,5.0,0.4
2155,cashback,5.0,0.59
2156,referral_bonus,12.0,0.54
2157,welcome_bonus,8.0,0.52
2159,referral_bonus,12.0,0.62
2160,cashback,5.0,0.76
2168,referral_bonus,12.0,0.69
2170,cashback,5.0,0.47
2171,welcome_bonus,8.0,0.49
2173,referral_bonus,12.0,0.12
2179,welcome_bonus,8.0,1.59
2181,welcome_bonus,8.0,1.35
2183,welcome_bonus,8.0,0.17
2184,referral_bonus,12.0,1.87
2186,referral_bonus,12.0,1.8
2187,welcome_bonus,8.0,0.24
2192,welcome_bonus,8.0,0.66
2193,welcome_bonus,8.0,0.9
2196,referral_bonus,12.0,3.84
2197,cashback,5.0,0.6
2198,welcome_bonus,8.0,0.49
2199,affiliate_reward,10.0,1.0
2202,referral_bonus,12.0,0.73
2203,cashback,5.0,1.27
2204,cashback,5.0,1.84
2205,referral_bonus,12.0,1.72
2209,referral_bonus,12.0,0.54
2214,welcome_bonus,8.0,0.79
2215,referral_bonus,12.0,0.78
2217,welcome_bonus,8.0,0.51
2218,welcome_bonus,8.0,0.82
2219,referral_bonus,12.0,1.66
2225,cashback,5.0,0.4
2233,affiliate_reward,10.0,1.94
2234,welcome_bonus,8.0,0.74
2236,welcome_bonus,8.0,0.81
2237,cashback,5.0,0.67
2245,cashback,5.0,0.59
2246,welcome_bonus,8.0,0.66
2248,cashback,5.0,2.08
2250,welcome_bonus,8.0,1.1
2252,referral_bonus,12.0,1.65
2253,welcome_bonus,8.0,0.81
2254,affiliate_reward,10.0,0.29
2256,welcome_bonus,8.0,1.62
2257,cashback,5.0,0.44
2259,welcome_bonus,8.0,1.01
2261,referral_bonus,12.0,2.64
2265,welcome_bonus,8.0,0.54
2266,cashback,5.0,1.51
2271,cashback,5.0,1.81
2272,welcome_bonus,8.0,0.43
2273,cashback,5.0,1.17
2287,cashback,5.0,1.68
2288,welcome_bonus,8.0,0.64
2289,referral_bonus,12.0,0.52
2290,welcome_bonus,8.0,0.86
2293,welcome_bonus,8.0,0.0
2294,cashback,5.0,2.45
2295,welcome_bonus,8.0,0.0
2296,welcome_bonus,8.0,0.8
2297,welcome_bonus,8.0,0.83
2300,referral_bonus,12.0,0.57
2302,welcome_bonus,8.0,0.85
2303,welcome_bonus,8.0,0.51
2305,welcome_bonus,8.0,2.48
2307,welcome_bonus,8.0,0.32
2312,welcome_bonus,8.0,0.52
2313,referral_bonus,12.0,0.86
2314,affiliate_reward,10.0,0.66
2315,affiliate_reward,10.0,0.72
2318,referral_bonus,12.0,0.52
2319,welcome_bonus,8.0,0.5
2321,referral_bonus,12.0,0.58
2324,affiliate_reward,10.0,0.55
2329,welcome_bonus,8.0,0.18
2330,welcome_bonus,8.0,0.35
2332,welcome_bonus,8.0,0.29
2333,welcome_bonus,8.0,0.78
2334,affiliate_reward,10.0,0.73
2335,referral_bonus,12.0,0.77
2339,welcome_bonus,8.0,0.68
2341,welcome_bonus,8.0,0.76
2344,referral_bonus,12.0,1.36
2346,referral_bonus,12.0,0.27
2347,affiliate_reward,10.0,0.31
2349,referral_bonus,12.0,0.37
2354,cashback,5.0,1.21
2357,referral_bonus,12.0,0.95
2358,referral_bonus,12.0,1.79
2363,affiliate_reward,10.0,0.27
2364,referral_bonus,12.0,0.92
2367,referral_bonus,12.0,1.33
2368,referral_bonus,12.0,0.72
2369,welcome_bonus,8.0,0.92
2370,affiliate_reward,10.0,0.66
2371,welcome_bonus,8.0,3.05
2374,referral_bonus,12.0,0.19
2375,affiliate_reward,10.0,0.65
2377,cashback,5.0,0.97
2379,referral_bonus,12.0,0.83
2380,welcome_bonus,8.0,0.49
2382,referral_bonus,12.0,0.47
2383,welcome_bonus,8.0,0.31
2385,referral_bonus,12.0,0.81
2386,welcome_bonus,8.0,0.08
2387,affiliate_reward,10.0,0.63
2388,cashback,5.0,0.67
2391,referral_bonus,12.0,0.56
2392,cashback,5.0,1.73
2395,cashback,5.0,0.25
2396,welcome_bonus,8.0,1.27
2397,referral_bonus,12.0,0.68
2400,affiliate_reward,10.0,0.22
2401,cashback,5.0,0.0
2403,welcome_bonus,8.0,0.37
2404,welcome_bonus,8.0,0.37
2406,welcome_bonus,8.0,0.02
2407,cashback,5.0,1.04
2409,cashback,5.0,1.68
2410,referral_bonus,12.0,0.76
2414,cashback,5.0,0.65
2415,affiliate_reward,10.0,0.76
2416,referral_bonus,12.0,0.0
2418,cashback,5.0,0.8
2421,welcome_bonus,8.0,1.44
2424,referral_bonus,12.0,0.31
2429,referral_bonus,12.0,0.4
2430,welcome_bonus,8.0,0.58
2431,cashback,5.0,0.23
2432,welcome_bonus,8.0,1.07
2434,referral_bonus,12.0,0.74
2436,welcome_bonus,8.0,0.99
2439,welcome_bonus,8.0,0.44
2441,welcome_bonus,8.0,0.69
2442,welcome_bonus,8.0,0.45
2446,referral_bonus,12.0,0.73
2447,cashback,5.0,0.63
2449,welcome_bonus,8.0,1.32
2451,referral_bonus,12.0,0.27
2456,referral_bonus,12.0,0.38
2457,cashback,5.0,1.13
2458,referral_bonus,12.0,0.42
2459,welcome_bonus,8.0,0.65
2460,welcome_bonus,8.0,0.07
2461,welcome_bonus,8.0,0.9
2464,welcome_bonus,8.0,0.88
2470,welcome_bonus,8.0,0.63
2473,welcome_bonus,8.0,0.43
2475,cashback,5.0,0.42
2476,welcome_bonus,8.0,0.39
2478,cashback,5.0,0.6
2480,cashback,5.0,0.84
2481,referral_bonus,12.0,0.85
2486,referral_bonus,12.0,1.68
2487,welcome_bonus,8.0,0.52
2489,welcome_bonus,8.0,1.08
2491,referral_bonus,12.0,0.93
2493,cashback,5.0,0.51
2495,welcome_bonus,8.0,0.13
2496,cashback,5.0,0.6
2499,welcome_bonus,8.0,0.56
2503,cashback,5.0,1.15
2505,welcome_bonus,8.0,1.01
2506,affiliate_reward,10.0,0.57
2508,referral_bonus,12.0,0.29
2511,referral_bonus,12.0,0.84
2512,welcome_bonus,8.0,0.54
2513,referral_bonus,12.0,0.47
2514,welcome_bonus,8.0,0.34
2517,cashback,5.0,0.43
2518,welcome_bonus,8.0,0.13
2525,affiliate_reward,10.0,0.62
2526,welcome_bonus,8.0,0.65
2528,referral_bonus,12.0,0.78
2529,welcome_bonus,8.0,1.51
2531,welcome_bonus,8.0,0.88
2538,welcome_bonus,8.0,0.85
2543,welcome_bonus,8.0,0.27
2544,welcome_bonus,8.0,0.53
2546,affiliate_reward,10.0,0.51
2547,cashback,5.0,0.54
2555,cashback,5.0,0.78
2556,cashback,5.0,1.96
2558,cashback,5.0,0.53
2565,cashback,5.0,1.15
2567,welcome_bonus,8.0,0.51
2571,referral_bonus,12.0,1.8
2572,welcome_bonus,8.0,0.8
2576,referral_bonus,12.0,0.0
2580,welcome_bonus,8.0,0.6
2581,affiliate_reward,10.0,0.54
2583,cashback,5.0,0.56
2585,affiliate_reward,10.0,0.87
2586,welcome_bonus,8.0,0.96
2588,cashback,5.0,1.77
2589,welcome_bonus,8.0,0.77
2591,welcome_bonus,8.0,0.93
2592,welcome_bonus,8.0,1.74
2594,affiliate_reward,10.0,0.29
2595,affiliate_reward,10.0,0.66
2596,welcome_bonus,8.0,0.68
2603,welcome_bonus,8.0,0.61
2607,welcome_bonus,8.0,2.82
2612,welcome_bonus,8.0,0.57
2615,referral_bonus,12.0,1.93
2617,welcome_bonus,8.0,0.49
2623,welcome_bonus,8.0,0.46
2624,cashback,5.0,0.42
2626,referral_bonus,12.0,1.11
2628,referral_bonus,12.0,2.0
2629,welcome_bonus,8.0,0.93
2630,cashback,5.0,0.46
2631,cashback,5.0,0.58
2633,welcome_bonus,8.0,0.29
2635,cashback,5.0,0.17
2636,affiliate_reward,10.0,0.61
2639,welcome_bonus,8.0,0.34
2640,affiliate_reward,10.0,0.26
2641,cashback,5.0,0.48
2642,referral_bonus,12.0,0.12
2643,cashback,5.0,0.54
2645,referral_bonus,12.0,0.97
2648,welcome_bonus,8.0,0.36
2650,welcome_bonus,8.0,0.89
2652,referral_bonus,12.0,0.26
2654,welcome_bonus,8.0,0.32
2655,welcome_bonus,8.0,0.13
2656,cashback,5.0,1.13
2659,referral_bonus,12.0,1.04
2661,referral_bonus,12.0,1.17
2666,affiliate_reward,10.0,0.39
2672,referral_bonus,12.0,0.36
2674,welcome_bonus,8.0,0.6
2676,cashback,5.0,0.67
2677,referral_bonus,12.0,1.37
2679,cashback,5.0,0.77
2683,referral_bonus,12.0,0.05
2684,cashback,5.0,1.69
2685,cashback,5.0,0.46
2686,referral_bonus,12.0,0.42
2687,referral_bonus,12.0,0.7
2690,cashback,5.0,0.57
2692,referral_bonus,12.0,0.37
2693,welcome_bonus,8.0,0.76
2694,affiliate_reward,10.0,0.51
2696,referral_bonus,12.0,2.18
2699,referral_bonus,12.0,0.59
2700,referral_bonus,12.0,0.22
2701,referral_bonus,12.0,1.79
2703,welcome_bonus,8.0,0.23
2704,cashback,5.0,0.57
2710,referral_bonus,12.0,0.71
2711,affiliate_reward,10.0,0.59
2713,referral_bonus,12.0,1.65
2714,referral_bonus,12.0,0.06
2717,affiliate_reward,10.0,0.61
2718,welcome_bonus,8.0,0.73
2719,welcome_bonus,8.0,1.57
2721,referral_bonus,12.0,0.59
2725,referral_bonus,12.0,0.74
2728,cashback,5.0,0.64
2729,referral_bonus,12.0,0.82
2731,referral_bonus,12.0,2.62
2732,referral_bonus,12.0,0.34
2733,cashback,5.0,0.41
2735,referral_bonus,12.0,0.51
2737,welcome_bonus,8.0,0.44
2739,referral_bonus,12.0,1.03
2740,welcome_bonus,8.0,0.62
2744,referral_bonus,12.0,0.55
2745,referral_bonus,12.0,0.37
2746,cashback,5.0,0.23
2747,cashback,5.0,0.55
2749,welcome_bonus,8.0,0.35
2750,affiliate_reward,10.0,0.85
2751,referral_bonus,12.0,0.9
2755,welcome_bonus,8.0,1.08
2760,referral_bonus,12.0,0.36
2763,referral_bonus,12.0,1.31
2765,welcome_bonus,8.0,0.68
2766,welcome_bonus,8.0,0.14
2775,cashback,5.0,1.31
2776,referral_bonus,12.0,0.8
2780,referral_bonus,12.0,0.48
2782,welcome_bonus,8.0,0.45
2784,welcome_bonus,8.0,0.09
2785,welcome_bonus,8.0,0.45
2786,welcome_bonus,8.0,0.33
2788,welcome_bonus,8.0,0.05
2790,welcome_bonus,8.0,2.38
2805,welcome_bonus,8.0,0.8
2808,cashback,5.0,0.73
2810,cashback,5.0,0.81
2813,welcome_bonus,8.0,0.51
2819,cashback,5.0,0.32
2820,cashback,5.0,0.57
2821,welcome_bonus,8.0,1.09
2823,referral_bonus,12.0,0.73
2824,affiliate_reward,10.0,0.08
2826,welcome_bonus,8.0,0.75
2827,cashback,5.0,0.65
2830,referral_bonus,12.0,0.0
2832,welcome_bonus,8.0,0.63
2833,referral_bonus,12.0,1.47
2834,welcome_bonus,8.0,0.48
2837,affiliate_reward,10.0,0.61
2838,welcome_bonus,8.0,0.4
2841,referral_bonus,12.0,0.47
2842,referral_bonus,12.0,0.51
2844,affiliate_reward,10.0,0.76
2845,cashback,5.0,0.47
2848,welcome_bonus,8.0,0.81
2849,referral_bonus,12.0,1.98
2850,referral_bonus,12.0,0.64
2857,welcome_bonus,8.0,1.54
2861,referral_bonus,12.0,0.54
2862,welcome_bonus,8.0,2.35
2864,welcome_bonus,8.0,0.65
2866,cashback,5.0,0.55
2868,referral_bonus,12.0,2.37
2874,cashback,5.0,2.24
2875,cashback,5.0,0.64
2877,cashback,5.0,1.23
2878,referral_bonus,12.0,0.96
2880,cashback,5.0,0.22
2882,cashback,5.0,1.66
2886,welcome_bonus,8.0,0.6
2887,welcome_bonus,8.0,0.76
2890,cashback,5.0,0.39
2892,cashback,5.0,0.53
2893,welcome_bonus,8.0,0.75
2894,welcome_bonus,8.0,0.54
2897,welcome_bonus,8.0,0.89
2904,referral_bonus,12.0,0.45
2905,cashback,5.0,0.75
2907,referral_bonus,12.0,2.46
2911,cashback,5.0,0.54
2912,welcome_bonus,8.0,0.2
2913,referral_bonus,12.0,0.45
2914,welcome_bonus,8.0,0.75
2915,welcome_bonus,8.0,0.4
2916,referral_bonus,12.0,0.72
2917,referral_bonus,12.0,0.24
2921,cashback,5.0,0.58
2922,referral_bonus,12.0,0.36
2923,referral_bonus,12.0,0.85
2924,referral_bonus,12.0,0.19
2928,welcome_bonus,8.0,0.77
2930,welcome_bonus,8.0,0.49
2931,welcome_bonus,8.0,0.59
2932,welcome_bonus,8.0,0.44
2933,welcome_bonus,8.0,0.15
2938,cashback,5.0,0.68
2939,welcome_bonus,8.0,0.93
2940,cashback,5.0,0.61
2941,referral_bonus,12.0,0.52
2946,referral_bonus,12.0,0.31
2947,welcome_bonus,8.0,0.6
2949,welcome_bonus,8.0,0.38
2953,referral_bonus,12.0,0.97
2955,cashback,5.0,0.79
2956,referral_bonus,12.0,1.71
2960,welcome_bonus,8.0,0.52
2962,referral_bonus,12.0,0.44
2963,cashback,5.0,0.32
2972,welcome_bonus,8.0,0.27
2976,welcome_bonus,8.0,0.39
2978,welcome_bonus,8.0,0.86
2981,welcome_bonus,8.0,0.61
2984,referral_bonus,12.0,0.52
2988,welcome_bonus,8.0,0.16
2989,referral_bonus,12.0,0.0
2991,welcome_bonus,8.0,0.38
2992,referral_bonus,12.0,0.85
2994,affiliate_reward,10.0,0.39
2995,referral_bonus,12.0,0.92
2998,cashback,5.0,0.98
3001,welcome_bonus,8.0,1.42
3002,referral_bonus,12.0,0.31
3006,referral_bonus,12.0,0.61
3009,welcome_bonus,8.0,0.63
3012,welcome_bonus,8.0,2.49
3013,welcome_bonus,8.0,0.83
3014,cashback,5.0,0.41
3016,referral_bonus,12.0,1.65
3017,welcome_bonus,8.0,0.17
3021,referral_bonus,12.0,0.45
3030,referral_bonus,12.0,0.62
3033,welcome_bonus,8.0,0.49
3034,affiliate_reward,10.0,0.21
3039,referral_bonus,12.0,0.34
3042,referral_bonus,12.0,0.32
3043,welcome_bonus,8.0,0.65
3047,referral_bonus,12.0,0.64
3051,cashback,5.0,0.52
3058,welcome_bonus,8.0,0.62
3059,welcome_bonus,8.0,0.85
3061,cashback,5.0,0.28
3062,welcome_bonus,8.0,0.44
3065,referral_bonus,12.0,3.17
3066,referral_bonus,12.0,1.81
3067,cashback,5.0,1.0
3068,referral_bonus,12.0,0.69
3069,welcome_bonus,8.0,0.55
3070,affiliate_reward,10.0,0.03
3072,welcome_bonus,8.0,0.4
3075,welcome_bonus,8.0,0.09
3078,welcome_bonus,8.0,1.29
3079,referral_bonus,12.0,1.34
3082,welcome_bonus,8.0,0.71
3083,referral_bonus,12.0,1.6
3088,cashback,5.0,0.41
3091,referral_bonus,12.0,1.03
3092,welcome_bonus,8.0,0.52
3097,welcome_bonus,8.0,0.02
3099,referral_bonus,12.0,0.39
3100,affiliate_reward,10.0,0.27
3109,welcome_bonus,8.0,0.68
3112,cashback,5.0,0.21
3116,welcome_bonus,8.0,0.37
3118,welcome_bonus,8.0,0.66
3120,welcome_bonus,8.0,0.55
3121,referral_bonus,12.0,0.38
3122,cashback,5.0,0.22
3124,welcome_bonus,8.0,0.56
3126,referral_bonus,12.0,1.19
3127,referral_bonus,12.0,0.58
3128,cashback,5.0,0.5
3130,welcome_bonus,8.0,0.41
3131,welcome_bonus,8.0,0.24
3133,referral_bonus,12.0,1.21
3134,cashback,5.0,0.55
3135,referral_bonus,12.0,0.28
3136,referral_bonus,12.0,1.88
3140,referral_bonus,12.0,0.51
3143,welcome_bonus,8.0,0.78
3148,welcome_bonus,8.0,0.41
3151,welcome_bonus,8.0,0.41
3152,cashback,5.0,0.55
3155,cashback,5.0,0.28
3156,referral_bonus,12.0,2.23
3159,cashback,5.0,1.05
3163,referral_bonus,12.0,0.55
3164,affiliate_reward,10.0,0.92
3165,welcome_bonus,8.0,0.54
3167,cashback,5.0,0.65
3172,cashback,5.0,0.93
3176,welcome_bonus,8.0,1.02
3177,welcome_bonus,8.0,0.54
3180,referral_bonus,12.0,0.8
3181,welcome_bonus,8.0,0.46
3184,affiliate_reward,10.0,1.39
3185,cashback,5.0,0.81
3189,referral_bonus,12.0,0.99
3190,referral_bonus,12.0,1.95
3191,referral_bonus,12.0,1.8
3192,welcome_bonus,8.0,0.6
3194,cashback,5.0,0.58
3195,referral_bonus,12.0,0.63
3199,affiliate_reward,10.0,0.46
3200,welcome_bonus,8.0,0.17
3203,welcome_bonus,8.0,1.07
3204,welcome_bonus,8.0,0.0
3205,cashback,5.0,0.9
3208,affiliate_reward,10.0,0.23
3209,affiliate_reward,10.0,0.6
3210,referral_bonus,12.0,1.07
3214,cashback,5.0,0.73
3217,referral_bonus,12.0,1.55
3218,cashback,5.0,0.78
3219,cashback,5.0,0.58
3220,referral_bonus,12.0,0.66
3223,welcome_bonus,8.0,0.45
3224,welcome_bonus,8.0,0.75
3225,welcome_bonus,8.0,0.3
3229,cashback,5.0,0.04
3231,welcome_bonus,8.0,0.35
3234,referral_bonus,12.0,1.02
3235,referral_bonus,12.0,1.08
3237,referral_bonus,12.0,0.71
3240,welcome_bonus,8.0,0.55
3242,welcome_bonus,8.0,0.37
3244,welcome_bonus,8.0,0.51
3245,cashback,5.0,0.04
3247,referral_bonus,12.0,0.99
3249,referral_bonus,12.0,0.82
3252,referral_bonus,12.0,0.3
3257,referral_bonus,12.0,0.74
3261,welcome_bonus,8.0,1.19
3262,affiliate_reward,10.0,0.54
3264,welcome_bonus,8.0,0.41
3266,welcome_bonus,8.0,0.06
3268,welcome_bonus,8.0,2.42
3271,welcome_bonus,8.0,0.35
3272,welcome_bonus,8.0,0.51
3274,welcome_bonus,8.0,0.52
3275,welcome_bonus,8.0,0.6
3276,cashback,5.0,1.56
3278,referral_bonus,12.0,1.21
3279,affiliate_reward,10.0,0.59
3280,affiliate_reward,10.0,0.55
3283,welcome_bonus,8.0,0.96
3284,welcome_bonus,8.0,1.22
3285,cashback,5.0,0.88
3289,welcome_bonus,8.0,0.78
3290,affiliate_reward,10.0,0.95
3296,referral_bonus,12.0,0.82
3299,affiliate_reward,10.0,1.65
3300,cashback,5.0,1.14
3303,cashback,5.0,1.13
3306,welcome_bonus,8.0,0.35
3308,welcome_bonus,8.0,0.29
3310,referral_bonus,12.0,0.61
3312,welcome_bonus,8.0,0.48
3314,referral_bonus,12.0,0.31
3315,affiliate_reward,10.0,0.79
3317,welcome_bonus,8.0,0.61
3318,welcome_bonus,8.0,0.0
3323,welcome_bonus,8.0,0.64
3324,referral_bonus,12.0,0.31
3327,affiliate_reward,10.0,0.75
3328,referral_bonus,12.0,1.17
3333,affiliate_reward,10.0,0.79
3334,referral_bonus,12.0,1.75
3335,welcome_bonus,8.0,0.8
3342,referral_bonus,12.0,0.0
3344,welcome_bonus,8.0,0.09
3352,cashback,5.0,0.73
3354,referral_bonus,12.0,0.92
3360,referral_bonus,12.0,0.41
3362,cashback,5.0,0.72
3365,referral_bonus,12.0,1.13
3368,referral_bonus,12.0,1.37
3372,welcome_bonus,8.0,0.75
3376,cashback,5.0,0.0
3379,cashback,5.0,0.6
3381,welcome_bonus,8.0,0.49
3382,referral_bonus,12.0,0.73
3383,welcome_bonus,8.0,0.83
3386,welcome_bonus,8.0,0.74
3388,cashback,5.0,0.23
3389,welcome_bonus,8.0,0.7
3390,welcome_bonus,8.0,0.35
3391,referral_bonus,12.0,0.22
3395,welcome_bonus,8.0,0.41
3398,affiliate_reward,10.0,0.5
3399,welcome_bonus,8.0,0.55
3403,referral_bonus,12.0,0.18
3405,referral_bonus,12.0,0.8
3407,referral_bonus,12.0,3.31
3408,referral_bonus,12.0,0.78
3409,affiliate_reward,10.0,0.91
3410,referral_bonus,12.0,0.37
3412,welcome_bonus,8.0,0.85
3414,welcome_bonus,8.0,0.7
3420,cashback,5.0,0.58
3421,referral_bonus,12.0,1.5
3427,welcome_bonus,8.0,1.33
3428,referral_bonus,12.0,0.7
3429,welcome_bonus,8.0,0.59
3431,welcome_bonus,8.0,2.51
3432,welcome_bonus,8.0,0.66
3433,welcome_bonus,8.0,0.58
3435,welcome_bonus,8.0,1.33
3439,affiliate_reward,10.0,1.18
3440,cashback,5.0,0.39
3441,welcome_bonus,8.0,0.59
3442,cashback,5.0,0.94
3443,referral_bonus,12.0,0.76
3444,referral_bonus,12.0,0.26
3457,referral_bonus,12.0,0.89
